titulo,link
"
        Capacete de papel que protege de verdade
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=459&r=1684280872306&u=https%3A%2F%2Fg1.globo.com%2Fmeio-ambiente%2Fvideo%2Fcapacete-de-papel-que-protege-de-verdade-11527617.ghtml&syn=False&key=aabf8b81857b79a94923fa44bc933dd4
"
        Projeto ajuda produtores de laranja produzirem de forma sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=460&r=1684280872312&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11006063%2F&syn=False&key=5ec5a17e2653a6d5d93b53e43612f315
"
        Em coletiva na COP 27, governador do Pará aponta pilares para desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=461&r=1684280872316&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11125549%2F&syn=False&key=9319e51272793373a1aa4367f83745bd
"
        Pará na Cop-27: Governo destaca avanços no desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=462&r=1684280872320&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11126598%2F&syn=False&key=6f505cfc72cb1eece09b0c094f10d5fe
"
        Baixada Santista recebe caminhão da ONU de desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=463&r=1684280872323&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11011155%2F&syn=False&key=0c57244073afc90ce7a373ec5770038e
"
        Projeto seleciona negócios de impacto socioambiental que trabalhem para o desenvolvimento sustentável na Amazônica
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=464&r=1684280872327&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2022%2F10%2F24%2Fprojeto-seleciona-negocios-de-impacto-socioambiental-que-trabalhem-para-o-desenvolvimento-sustentavel-na-amazonica.ghtml&syn=False&key=f10200fe0d18f5cff68a6383cb28e1b8
"
        Empresa de material de construção abre inscrições para estágio em Fortaleza
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=465&r=1684280872331&u=https%3A%2F%2Fg1.globo.com%2Fce%2Fceara%2Fsuachance%2Fnoticia%2F2023%2F05%2F11%2Fempresa-de-material-de-construcao-abre-inscricoes-para-estagio-em-fortaleza.ghtml&syn=False&key=58147a0609e47d6df208e28d4a2b1472
"
        Mirante Rural mostra a integração da lavoura e pecuária na agricultura sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=466&r=1684280872779&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11121243%2F&syn=False&key=520f7cc38776f7f6655995b58c637c11
"
        Ações sustentáveis podem reduzir dependência de importação de fertilizantes, diz estudo da USP de Piracicaba
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=467&r=1684280872784&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fpiracicaba-regiao%2Fnoticia%2F2022%2F03%2F27%2Facoes-sustentaveis-podem-reduzir-dependencia-de-importacao-de-fertilizantes-diz-estudo-da-usp-de-piracicaba.ghtml&syn=False&key=5613014d790d8bd192905cb8ee3a3beb
"
        'Feirinha Verde': evento reúne pequenos empreendedores e produtos sustentáveis em Teresina
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=468&r=1684280872789&u=https%3A%2F%2Fg1.globo.com%2Fpi%2Fpiaui%2Fnoticia%2F2022%2F01%2F29%2Ffeirinha-verde-evento-reune-pequenos-empreendedores-e-produtos-sustentaveis-em-teresina.ghtml&syn=False&key=c44cdd6a44b073b120d2210b88f9c79a
"
        Feira de Artesanato do Círio oferece produtos sustentáveis ao público
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=469&r=1684280872794&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fespecial-publicitario%2Fsebrae-para%2Fcompre-do-pequeno-amazonia-market%2Fnoticia%2F2021%2F10%2F11%2Ffeira-de-artesanato-do-cirio-oferece-produtos-sustentaveis-ao-publico.ghtml&syn=False&key=87387ac86ba1657c652f4c35a8954bef
"
        Virada Sustentável começa nesta sexta-feira em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=470&r=1684280872798&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11117428%2F&syn=False&key=844af53687dc4a1f0e42debcc96e6eae
"
        Virada Sustentável começa nesta sexta-feira em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=471&r=1684280872802&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11116269%2F&syn=False&key=430955273879f08001c8490cf0ce5131
"
        Prefeitura de SP envia projeto de revisão do Plano Diretor à Câmara e prevê mais de 140 novos parques
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=472&r=1684280872806&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-paulo%2Fnoticia%2F2023%2F03%2F21%2Fprefeitura-de-sp-envia-projeto-de-revisao-do-plano-diretor-a-camara-e-preve-141-novos-parques-no-e-menor-do-que-o-texto-em-vigor.ghtml&syn=False&key=8cc56997830b839c9ef1353b43899bdd
"
        Santos está entre 20 melhores cidades do país em desenvolvimento sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=473&r=1684280872811&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10749481%2F&syn=False&key=2a355c628bfdee87d604b3e9c04a6305
"
        Paulo Germano fala sobre o início da Virada Sustentável em Porto Alegre
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=474&r=1684280872868&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11113234%2F&syn=False&key=523b41e669e68d27ac25b7a03dcf26c2
"
        Agenda pelo desenvolvimento sustentável do MA é foco de comitiva maranhense no COP 27
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=475&r=1684280872872&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11112436%2F&syn=False&key=9270c66d6fabbc869274519283d5fc72
"
        Programa do Sebrae seleciona empreendimentos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=476&r=1684280872876&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F9819815%2F&syn=False&key=96b0de55ac8f79999880d472689442a1
"
        Rio dá primeiros passos para receber plataforma de negociação de créditos de carbono e ativos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=477&r=1684280872881&u=https%3A%2F%2Fg1.globo.com%2Frj%2Frio-de-janeiro%2Fnoticia%2F2022%2F03%2F08%2Frio-negocia-abrir-filial-da-nasdaq-como-bolsa-de-valores-para-creditos-de-carbono-e-ativos-sustentaveis.ghtml&syn=False&key=5cdc242eb357da50ecc5d6d500fb8945
"
        Documentário destaca iniciativas de manejo florestal sustentável em unidades de conservação do Pará
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=478&r=1684280872886&u=https%3A%2F%2Fg1.globo.com%2Fpa%2Fpara%2Fnoticia%2F2022%2F10%2F12%2Fdocumentario-destaca-iniciativas-de-manejo-florestal-sustentavel-em-unidades-de-conservacao-do-para.ghtml&syn=False&key=1b28fc0d517f2eca4f30e56a16be2294
"
        Energia sustentável começa a ser explorada no ES
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=479&r=1684280872890&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10979535%2F&syn=False&key=597c8c6dd695f5d9cce62cd8209469a4
"
        Paulinho da Escola mostra projeto de Paty do Alferes que ensina práticas sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=480&r=1684280872894&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10372818%2F&syn=False&key=88b0b7194bae30e940dd1dff46410625
"
        Projeto do Moinho dialoga com práticas sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=481&r=1684280873437&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fzona-da-mata%2Fespecial-publicitario%2Fmoinho%2Fmoinho%2Fnoticia%2F2021%2F06%2F03%2Fprojeto-do-moinho-dialoga-com-praticas-sustentaveis.ghtml&syn=False&key=47c668049fc96df0647d8edc2e0a9e63
"
        Diálogos sobre o clima são retomados em São Luís
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=482&r=1684280873439&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11477923%2F&syn=False&key=760133ecfeea367ff3de5df0db68750a
"
        Empreendedorismo Sustentável: conheça a história de empreendedora de Resende
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=483&r=1684280873441&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10973849%2F&syn=False&key=447ff9e5fe4b4823a220fa1a5d52409d
"
        Produtores investem em soluções sustentáveis para fazenda de Jataí
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=484&r=1684280873504&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10077619%2F&syn=False&key=633e4f9cd91c0b7c502b745eeed98e22
"
        Laboratório automatizado e sustentável da UFRGS viaja a Antártica
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=485&r=1684280873506&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10973354%2F&syn=False&key=ad3c06f42ef2ebd78698bedaf953a6eb
"
        Medidas sustentáveis rendem descontos no IPTU em Catanduva
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=486&r=1684280873508&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10067329%2F&syn=False&key=8d7ea7ff3180c1df1e96beeded8179b5
"
        Artesanato sustentável fortalece renda de artesãos santarenos
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=487&r=1684280873510&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10966694%2F&syn=False&key=a88fb3794d2c09e9deba6b855edb0666
"
        Cooperação entre empresas e instituições para um agronegócio mais sustentável foi tema apresentado na COP 27
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=488&r=1684280873512&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fbauru-marilia%2Fespecial-publicitario%2Fjacto%2Fnoticia%2F2022%2F11%2F23%2Fcooperacao-entre-empresas-e-instituicoes-para-um-agronegocio-mais-sustentavel-foi-tema-apresentado-na-cop-27.ghtml&syn=False&key=c9b183c5a1b2bc22ee9802db1a2b7230
"
        Show gratuito no Teatro Amazonas marca abertura da Virada Sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=489&r=1684280873514&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11093794%2F&syn=False&key=edfe4f6cc25040bdb1860b4603d5353b
"
        Sudam apresenta estratégias sustentáveis durante encontro com governo de RO
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=490&r=1684280873516&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10053722%2F&syn=False&key=548174a642fdd1966e60b6dc3a90835c
"
        Programa leva menu sustentável a restaurante popular de Niterói
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=491&r=1684280873518&u=https%3A%2F%2Fg1.globo.com%2Frj%2Frio-de-janeiro%2Frj1%2Fvideo%2Fprograma-leva-menu-sustentavel-a-restaurante-popular-de-niteroi-10957602.ghtml&syn=False&key=89e18308e5bed2499b52931d10e8c253
"
        Designers contemporâneos buscam soluções funcionais e sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=492&r=1684280873520&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Fportobello%2Farchtrends-portobello%2Fnoticia%2F2021%2F07%2F14%2Fdesigners-contemporaneos-buscam-solucoes-funcionais-e-sustentaveis.ghtml&syn=False&key=e37dced3b1d5fea00b07b5615974dcba
"
        Virada Sustentável Manaus 2022 abre inscrições para atividades, expositores e voluntários
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=493&r=1684280873522&u=https%3A%2F%2Fg1.globo.com%2Fam%2Famazonas%2Fnoticia%2F2022%2F10%2F05%2Fvirada-sustentavel-manaus-2022-abre-inscricoes-para-atividades-expositores-e-voluntarios.ghtml&syn=False&key=1610685911176f2ce013c8283bb59f57
"
        Evento em Itapeva discute produção de soja sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=494&r=1684280873524&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10955858%2F&syn=False&key=ea0e957c65d590fe1bbdddc708138591
"
        Projeto do Sebrae estimula empreendimentos sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=495&r=1684280873525&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F9743415%2F&syn=False&key=2f2b20f9105e04e9ce2fa26593cc64f9
"
        Programa leva menu sustentável a restaurante popular de Niterói
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=496&r=1684280874113&u=https%3A%2F%2Fg1.globo.com%2Frj%2Frio-de-janeiro%2Frj1%2Fvideo%2Fprograma-leva-menu-sustentavel-a-restaurante-popular-de-niteroi-10957602.ghtml&syn=False&key=89e18308e5bed2499b52931d10e8c253
"
        Empreendimento da Seven Construções traz mais comodidade para o dia a dia.
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=497&r=1684280874115&u=https%3A%2F%2Fg1.globo.com%2Fba%2Fbahia%2Fespecial-publicitario%2Fseven-graca%2Fnoticia%2F2023%2F05%2F15%2Fempreendimento-da-seven-construcoes-traz-mais-comodidade-para-o-dia-a-dia.ghtml&syn=False&key=d504992ca184664c90c73c401b6146cc
"
        Evento em Itapeva discute produção de soja sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=498&r=1684280874117&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10955858%2F&syn=False&key=ea0e957c65d590fe1bbdddc708138591
"
        ICA da UFMG implanta sistema sustentável de produção de carvão
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=499&r=1684280874118&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10944954%2F&syn=False&key=84cb4a645481282db7d5debdf5c2bf35
"
        Guia do Estudante: Redação sobre turismo sustentável pode valer um notebook
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=500&r=1684280874119&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11065082%2F&syn=False&key=66e7e4100419361f6c2d8625098281c7
"
        Moda sustentável; em Porto Velho lojistas adotam o conceito
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=501&r=1684280874121&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10938154%2F&syn=False&key=0d878369d3714b1ef8783d09ba93eb5e
"
        Veja as ideias sustentáveis vencedoras do Prêmio Biguá
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=502&r=1684280874122&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10007561%2F&syn=False&key=95a584459ce7beb6977b73c3f2a56955
"
        Artesãs ganham renda com a venda de presentes de Natal sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=503&r=1684280874204&u=https%3A%2F%2Fg1.globo.com%2Fpe%2Fpernambuco%2Fne2%2Fvideo%2Fartesas-ganham-renda-com-a-venda-de-presentes-de-natal-sustentaveis-10151373.ghtml&syn=False&key=4c6ec342a2453f513e1e27751144308f
"
        Semana de Moda Sustentável começa nesta quarta-feira (28) em Natal
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=504&r=1684280874207&u=https%3A%2F%2Fg1.globo.com%2Frn%2Frio-grande-do-norte%2Fo-que-fazer-em-natal-e-regiao%2Fnoticia%2F2022%2F09%2F28%2Fsemana-de-moda-sustentavel-comeca-nesta-quarta-feira-28-em-natal.ghtml&syn=False&key=893c91dac67f0c030181423757b0689d
"
        Indústrias de Santa Gertrudes irão substituir gás natural por biometano
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=505&r=1684280874209&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11418488%2F&syn=False&key=fa89cb49806b16aa00d28b3092f8be9c
"
        Lençóis Paulista estimula sustentabilidade com IPTU Verde
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=506&r=1684280874211&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11531267%2F&syn=False&key=b3b0cdfd79bdf91044bb752a3e8ea61e
"
        Escola de Palmas desenvolve projeto para ensinar e incentivar ações sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=507&r=1684280874212&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10284595%2F&syn=False&key=881d40967a069724381a1954a6076564
"
        Operação combate extração irregular de areia em Ribeirão das Neves, na Grande BH
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=508&r=1684280874214&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fminas-gerais%2Fnoticia%2F2023%2F03%2F13%2Foperacao-combate-extracao-irregular-de-areia-em-ribeirao-das-neves-na-grande-bh.ghtml&syn=False&key=8e8ee5e2c22e32a2b2b8fd82fa0b459d
"
        Mirante Rural destaca a produção sustentável dos agricultores familiares de Chapadinha
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=509&r=1684280874216&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11052176%2F&syn=False&key=f63feb705c1e31ec77a4389f3b877ede
"
        Série Meu Ambiente: moradores de Curitiba mostram que ações simples podem ser sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=510&r=1684280874217&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10441173%2F&syn=False&key=df5572978a0ac47a339f7871700ef9ef
"
        Sancapel chega aos 15 anos de atuação com certificação de empresa sustentável
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=511&r=1684280874654&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Fsancapel%2Fnoticia%2F2022%2F08%2F01%2Fsancapel-chega-aos-15-anos-de-atuacao-com-certificacao-de-empresa-sustentavel-pelo-sistema-b.ghtml&syn=False&key=7d2bf2f9b1a3864bbda51ec50ec0948b
"
        Recursos para pequenos produtores, imagem no exterior, produção sustentável: especialistas apontam desafios de Lula no agro
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=512&r=1684280874656&u=https%3A%2F%2Fg1.globo.com%2Feconomia%2Fagronegocios%2Fnoticia%2F2022%2F11%2F12%2Frecursos-para-pequenos-produtores-imagem-no-exterior-producao-sustentavel-especialistas-apontam-desafios-de-lula-no-agro.ghtml&syn=False&key=b00f680d3e1dc6993eb021b58a04b7cc
"
        Mirante Rural destaca a produção sustentável dos agricultores familiares de Chapadinha
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=513&r=1684280874658&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11052176%2F&syn=False&key=f63feb705c1e31ec77a4389f3b877ede
"
        Grupo Zema: de Araxá, há um século, para se tornar a maior rede mineira de varejo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=514&r=1684280874660&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Ftriangulo-mineiro%2Fespecial-publicitario%2Fzema%2Fgrupo-zema-os-100-anos-e-os-proximos%2Fnoticia%2F2023%2F05%2F12%2Fgrupo-zema-de-araxa-ha-um-seculo-para-se-tornar-a-maior-rede-mineira-de-varejo.ghtml&syn=False&key=ebc174e44decaa972360b9f76bd538ba
"
        Indústrias de Santa Gertrudes irão substituir gás natural por biometano
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=515&r=1684280874662&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11418488%2F&syn=False&key=fa89cb49806b16aa00d28b3092f8be9c
"
        Fórum Internacional divulga e vende produtos sustentáveis da Amazônia
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=516&r=1684280874663&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F9963419%2F&syn=False&key=03f0f9d29d477ffb78fa11727a55f144
"
        Produtores de MT aliam 'pecuária sustentável' com o manejo bovino
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=517&r=1684280874665&u=https%3A%2F%2Fg1.globo.com%2Fmt%2Fmato-grosso%2Fmaisagromt%2Fnoticia%2F2022%2F08%2F12%2Fprodutores-de-mt-aliam-pecuaria-sustentavel-com-o-manejo-bovino.ghtml&syn=False&key=df92244c3f53616039837e6b7b3885b1
"
        Empresários apostam na tecnologia sustentável em vinícolas da Serra do RS
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=518&r=1684280874667&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10843551%2F&syn=False&key=a46879f0ae3648e50069854c758632bb
"
        Lastras de porcelanato tornam obras mais sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=519&r=1684280874668&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Fportobello%2Farchtrends-portobello%2Fnoticia%2F2021%2F06%2F11%2Flastras-de-porcelanato-tornam-obras-mais-sustentaveis.ghtml&syn=False&key=9c901368a9e53f737a7a936223c2c8a4
"
        Marina Silva faz balanço de reuniões com John Kerry sobre mudança climática
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=520&r=1684280874669&u=https%3A%2F%2Fg1.globo.com%2Fpolitica%2Fao-vivo%2Fjohn-kerry-marina-silva-anuncios.ghtml&syn=False&key=55fb1f46bddf6676b4eb7f507ce0c5fd
"
        Documento assinado na capital pede práticas mais sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=521&r=1684280874671&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fsao-paulo%2Fsp2%2Fvideo%2Fdocumento-assinado-na-capital-pede-praticas-mais-sustentaveis-9934449.ghtml&syn=False&key=1df5a8c0441af490e4f66ae461ca5395
"
        Energia sustentável em Curitiba
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=522&r=1684280874672&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10671274%2F&syn=False&key=9250b589ddad3087f581c4b0b15506e7
"
        Olimpíadas de Tóquio devem ser as mais sustentáveis da história
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=523&r=1684280874704&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fterra-da-gente%2Fnoticia%2F2021%2F08%2F04%2Folimpiadas-de-toquio-devem-ser-as-mais-sustentaveis-da-historia.ghtml&syn=False&key=df71cf6244e1e011d26a13763df358e5
"
        Arujá terá 1ª Feira Sustentável neste domingo
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=524&r=1684280874706&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fmogi-das-cruzes-suzano%2Fnoticia%2F2022%2F06%2F04%2Faruja-tera-1a-feira-sustentavel-neste-domingo.ghtml&syn=False&key=84bc0a55263f92bffcacc2ed3ddf0ea7
"
        Indaiatuba recebe desfile de moda pet sustentável com cães disponíveis para adoção
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=525&r=1684280874708&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fnoticia%2F2022%2F09%2F21%2Findaiatuba-recebe-desfile-de-moda-pet-sustentavel-com-caes-disponiveis-para-adocao.ghtml&syn=False&key=9c2b1117d2cb08a78b40fe32c8e0eab5
"
        Indaiatuba recebe desfile de moda pet sustentável com cães disponíveis para adoção
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=526&r=1684280875290&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fcampinas-regiao%2Fnoticia%2F2022%2F09%2F21%2Findaiatuba-recebe-desfile-de-moda-pet-sustentavel-com-caes-disponiveis-para-adocao.ghtml&syn=False&key=9c2b1117d2cb08a78b40fe32c8e0eab5
"
        Inspira Fecomércio: Biquínis sustentáveis são aposta de marca cearense
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=527&r=1684280875294&u=https%3A%2F%2Fg1.globo.com%2Fce%2Fceara%2Fespecial-publicitario%2Fsistema-fecomercio%2Fradar-do-comercio%2Fnoticia%2F2021%2F09%2F23%2Finspira-fecomercio-biquinis-sustentaveis-sao-aposta-de-marca-cearense.ghtml&syn=False&key=2e0bf64751edb4a6814fe6dec197b2ca
"
        Sete cidades da Zona da Mata e Vertentes são selecionadas no Projeto Jovens Mineiros Sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=528&r=1684280875298&u=https%3A%2F%2Fg1.globo.com%2Fmg%2Fzona-da-mata%2Fnoticia%2F2022%2F01%2F27%2Fsete-cidades-da-zona-da-mata-e-vertentes-sao-selecionadas-no-projeto-jovens-mineiros-sustentaveis.ghtml&syn=False&key=0965dcc02bc0a8e66c7442f95750bf77
"
        Projeto Paneiro Sustentável: Flona do Tapajós vai ganhar empreendimento turístico
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=529&r=1684280875302&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F11037867%2F&syn=False&key=e236a99a11a93aa765ba05bd9062c863
"
        Programa mostra negócios com responsabilidades sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=530&r=1684280875306&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F9618009%2F&syn=False&key=3f46e5998527683164aff5fc09dcc0eb
"
        Couro sustentável de pirarucu conquista mercado americano; bolsas com material custam até R$ 4 mil
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=531&r=1684280875310&u=https%3A%2F%2Fg1.globo.com%2Fmeio-ambiente%2Fnoticia%2F2022%2F11%2F05%2Fcouro-sustentavel-de-pirarucu-conquista-mercado-americano-bolsas-com-material-custam-ate-r-4-mil.ghtml&syn=False&key=98b0b153a7df383c6afad9e93d816a02
"
        Década da restauração dos ecossistemas exige hábitos mais sustentáveis
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=532&r=1684280875314&u=https%3A%2F%2Fg1.globo.com%2Fsc%2Fsanta-catarina%2Fespecial-publicitario%2Ftop-sun%2Ftop-sun-energia-solar%2Fnoticia%2F2021%2F07%2F19%2Fdecada-da-restauracao-dos-ecossistemas-exige-habitos-mais-sustentaveis.ghtml&syn=False&key=f60e3b5ae99cff657936f3a26e0ef262
"
        Encontro com a Sudam discute alternativas sustentáveis para o Acre, Rondônia e Amazonas
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=533&r=1684280875318&u=https%3A%2F%2Fg1.globo.com%2Fac%2Facre%2Fnoticia%2F2021%2F11%2F19%2Fencontro-com-a-sudam-discute-alternativas-sustentaveis-para-o-acre-rondonia-e-amazonas.ghtml&syn=False&key=cfb38a8295befc6be3d9fb501634b770
"
        USP de Piracicaba recebe 'XIV Semana da Mobilidade Sustentável'; confira programação
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=534&r=1684280875322&u=https%3A%2F%2Fg1.globo.com%2Fsp%2Fpiracicaba-regiao%2Fnoticia%2F2022%2F09%2F18%2Fusp-de-piracicaba-recebe-xiv-semana-da-mobilidade-sustentavel-confira-programacao.ghtml&syn=False&key=809260824131272c106fb08540c8c118
"
        Exploração econômica sustentável é tema de fórum em Cuiabá
      ",//g1.globo.com/busca/click?q=sustent%C3%A1veis&p=535&r=1684280875345&u=https%3A%2F%2Fgloboplay.globo.com%2Fv%2F10896334%2F&syn=False&key=6a1d2d0e57b530d4347ad73e9c2b4c52
